State,District,Subdistt,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,Sex_Ratio,Child_Pop_Pct,SC_Pop_Pct,ST_Pop_Pct,Literacy_Rate,Male_Literacy_Rate,Female_Literacy_Rate,Gender_Literacy_Gap,Worker_Participation,Female_Worker_Part,Main_Worker_Pct,Marginal_Worker_Pct,Non_Worker_Pct,Agri_Worker_Pct
03,046,00000,DISTRICT,Bathinda,Total,273902,1388525,743197,645328,151145,81533,69612,450473,236936,213537,0,0,0,844868,488261,356607,543657,254936,288721,549986,432988,116998,452678,390057,62621,131204,122643,8561,91364,78913,12451,10918,7695,3223,219192,180806,38386,97308,42931,54377,10331,3806,6525,37018,16172,20846,4020,1117,2903,45939,21836,24103,838539,310209,528330,868.313515797292,10.88529194648998,32.44255594965881,0.0,68.27878258901873,73.79289186052135,61.94147808989155,11.851413770629804,39.609369654849566,18.1300052066546,82.30718600109822,17.69281399890179,60.390630345150434,40.467939183906495
03,047,00000,DISTRICT,Mansa,Total,149630,769751,408732,361019,84763,46177,38586,258878,136311,122567,0,0,0,423560,244037,179523,346191,164695,181496,328512,230739,97773,247175,207008,40167,89986,82696,7290,59308,48891,10417,8042,4875,3167,89839,70546,19293,81337,23731,57606,15977,3447,12530,31059,8656,22403,5400,1335,4065,28901,10293,18608,441239,177993,263246,883.2658074239355,11.011742758372513,33.63139508750233,0.0,61.83465987725333,67.31033912096096,55.67761364376476,11.632725477196203,42.67769707346921,27.08250812284118,75.24078268069356,24.759217319306448,57.32230292653079,45.4455240600039
03,048,00000,DISTRICT,Patiala,Total,372293,1895686,1002522,893164,212892,115917,96975,465359,244503,220856,0,0,0,1266791,711052,555739,628895,291470,337425,660267,549661,110606,570391,492466,77925,108596,103715,4881,65505,59011,6494,19278,13383,5895,377012,316357,60655,89876,57195,32681,4586,3192,1394,23618,13907,9711,4369,2157,2212,57303,37939,19364,1235419,452861,782558,890.9171070560049,11.230340889788708,24.548316546094657,0.0,75.27902999416447,80.19941236514569,69.79988419834989,10.399528166795804,34.829977116463375,12.383615998853514,86.38793094308818,13.612069056911825,65.17002288353662,26.36827222926483
03,049,00000,DISTRICT,Amritsar,Total,488898,2490656,1318408,1172248,281795,154351,127444,770864,405977,364887,0,0,0,1684770,932981,751789,805886,385427,420459,917856,735195,182661,787254,662368,124886,115642,105884,9758,91248,76076,15172,32961,22578,10383,547403,457830,89573,130602,72827,57775,8975,4878,4097,30351,15350,15001,8681,3046,5635,82595,49553,33042,1572800,583213,989587,889.1390222146711,11.314087533565456,30.950239615587215,0.0,76.27324670950323,80.14908204666953,71.95502697156596,8.194055075103577,36.851977952796375,15.582112317530077,85.77097060976885,14.229029390231146,63.14802204720363,22.54057281316459
03,050,00000,DISTRICT,Tarn Taran,Total,203421,1119627,589369,530258,137223,75382,61841,377468,198715,178753,0,0,0,666162,376427,289735,453465,212942,240523,380702,313639,67063,316310,272951,43359,109788,102768,7020,61212,54317,6895,16087,9876,6211,129223,105990,23233,64392,40688,23704,6065,4039,2026,20004,14700,5304,5241,1846,3395,33082,20103,12979,738925,275730,463195,899.7045993257195,12.256135302203324,33.713727875444235,0.0,67.80937374033493,73.2366771922247,61.85407446783528,11.382602724389422,34.00257407154347,12.64723964560648,83.08598326249927,16.914016737500724,65.99742592845654,44.91702171252056
03,051,00000,DISTRICT,Rupnagar,Total,135635,684627,357485,327142,72926,39152,33774,180905,94334,86571,0,0,0,502731,278534,224197,181896,78951,102945,233676,186910,46766,194209,161858,32351,40792,35889,4903,14965,13003,1962,8927,5749,3178,129525,107217,22308,39467,25052,14415,4848,2552,2296,6555,4718,1837,3394,1303,2091,24670,16479,8191,450951,170575,280376,915.1209141642307,10.651931635766628,26.423877527471163,0.0,82.18574107284441,87.49768324364737,76.42176379155191,11.075919452095462,34.13187034691884,14.29532129778506,83.11037504921343,16.88962495078656,65.86812965308117,23.860815830466116
03,052,00000,DISTRICT,Sahibzada Ajit Singh Nagar,Total,205411,994628,529253,465375,115644,62808,52836,216231,114383,101848,0,0,0,736575,409944,326631,258053,119309,138744,355995,283367,72628,316236,258369,57867,38421,35211,3210,17277,14872,2405,11187,7229,3958,249351,201057,48294,39759,24998,14761,2446,1607,839,4514,3370,1144,2314,1017,1297,30485,19004,11481,638633,245886,392747,879.3053605742433,11.626859489175853,21.739886671197674,0.0,83.7984536692363,87.88688912947936,79.17578701650025,8.711102112979106,35.791773406741015,15.606338973945743,88.83158471326844,11.168415286731555,64.20822659325898,15.645725361311255
03,053,00000,DISTRICT,Sangrur,Total,318870,1655169,878029,777140,181334,98547,82787,461609,244231,217378,0,0,0,1002077,570413,431664,653092,307616,345476,568758,485129,83629,499792,443632,56160,150338,144137,6201,72139,66437,5702,15130,11618,3512,262185,221440,40745,68966,41497,27469,6853,3779,3074,19660,11728,7932,3448,1622,1826,39005,24368,14637,1086411,392900,693511,885.0960503582455,10.955618429296344,27.888934604260957,0.0,67.99112519379713,73.17846980430593,62.1678022562011,11.010667548104834,34.36253337272508,10.76112412177986,87.87428044968159,12.125719550318413,65.63746662727492,39.11628495775005
03,054,00000,DISTRICT,Barnala,Total,115798,595527,317522,278005,64987,35266,29721,192001,101569,90432,0,0,0,359831,201999,157832,235696,115523,120173,209331,178163,31168,186434,164322,22112,58815,56565,2250,31710,28936,2774,4068,3140,928,91841,75681,16160,22897,13841,9056,1525,924,601,8750,5717,3033,1064,434,630,11558,6766,4792,386196,139359,246837,875.5456314838027,10.912519499535705,32.24051974133834,0.0,67.82353828175067,71.56588345331897,63.56913856712474,7.996744886194236,35.15054733034774,11.211309149116024,89.06182075277908,10.938179247220909,64.84945266965225,43.24490878083036
04,055,00000,DISTRICT,Chandigarh,Total,241173,1055450,580663,474787,119434,63536,55898,199086,106356,92730,0,0,0,805438,465346,340092,250012,115317,134695,404136,328159,75977,385929,317190,68739,2169,1906,263,1396,1166,230,4219,3278,941,378145,310840,67305,18207,10969,7238,409,208,201,291,209,82,580,209,371,16927,10343,6584,651314,252504,398810,817.6636017793454,11.315931593159316,18.86266521388981,0.0,86.04959744277876,89.98679241269552,81.18905008248008,8.797742330215442,38.290397460798715,16.002333678049315,95.49483342241226,4.505166577587743,61.70960253920129,0.8821287883286814
05,056,00000,DISTRICT,Uttarkashi,Total,67602,330086,168597,161489,46307,24165,22142,80567,40833,39734,3512,1651,1861,215126,128237,86889,114960,40360,74600,157276,84265,73011,128367,71598,56769,96836,46589,50247,2389,1526,863,1960,1249,711,27182,22234,4948,28909,12667,16242,20428,8067,12361,1998,934,1064,1162,488,674,5321,3178,2143,172810,84332,88478,957.8402937181563,14.028768260392747,24.407881582375502,1.0639651484764576,75.80758266115534,88.78711088955356,62.354410213352274,26.432700676201286,47.646976848457676,45.21112893138232,81.61893740939496,18.38106259060505,52.353023151542324,63.0897276126046
05,057,00000,DISTRICT,Chamoli,Total,88964,391605,193991,197614,52161,27609,24552,79317,39718,39599,12260,6021,6239,280556,155395,125161,111049,38596,72453,180940,93832,87108,115115,65566,49549,69612,28071,41541,1072,623,449,3115,2090,1025,41316,34782,6534,65825,28266,37559,51545,19493,32052,2773,1219,1554,2269,1068,1201,9238,6486,2752,210665,100159,110506,1018.6761241500894,13.3197992875474,20.254337917033745,3.130705685576027,82.65163031310024,93.39652125830919,72.3214801631785,21.075041095130686,46.20472159446381,44.07987288350016,63.62053719465016,36.37946280534984,53.795278405536195,39.06488338675804
05,058,00000,DISTRICT,Rudraprayag,Total,53542,242285,114589,127696,32046,16823,15223,47679,23585,24094,386,217,169,170933,91803,79130,71352,22786,48566,113032,52339,60693,78950,37681,41269,56884,20068,36816,1519,696,823,1470,998,472,19077,15919,3158,34082,14658,19424,26271,9272,16999,1681,860,821,642,381,261,5488,4145,1343,129253,62250,67003,1114.3827068915864,13.226572012299565,19.67889056276699,0.15931650741894876,81.30413481799286,93.90074258944827,70.35466289687304,23.546079692575233,46.652496027405746,47.52928830973563,69.84747682072333,30.152523179276663,53.347503972594254,51.66943874301083
05,059,00000,DISTRICT,Tehri Garhwal,Total,132714,618931,297986,320945,84657,44634,40023,102130,50371,51759,875,459,416,407994,227406,180588,210937,70580,140357,280442,140821,139621,165912,98619,67293,97523,42409,55114,3582,2007,1575,2229,1680,549,62578,52523,10055,114530,42202,72328,89598,27987,61611,4547,2029,2518,1792,758,1034,18593,11428,7165,338489,157165,181324,1077.047243830247,13.67793825159832,16.501031617417773,0.1413727863041276,76.36418766400762,89.75891250118411,64.28403613814511,25.474876363039,45.31070507051675,43.503092430167165,59.16089601414909,40.839103985850905,54.68929492948325,36.05201788605131
05,060,00000,DISTRICT,Dehradun,Total,347001,1696694,892199,804495,201652,106746,94906,228901,120430,108471,111663,58264,53399,1259506,702216,557290,437188,189983,247205,582768,458834,123934,488161,399695,88466,60373,41169,19204,20424,16847,3577,17960,13994,3966,389404,327685,61719,94607,59139,35468,16803,6633,10170,17771,12378,5393,5032,2413,2619,55001,37715,17286,1113926,433365,680561,901.6990604114104,11.884995172965779,13.49100073436931,6.581210283056343,84.24552621264152,89.40267590804287,78.53701227048333,10.865663637559535,34.347265918309375,15.40519207701726,83.76592400406336,16.234075995936635,65.65273408169064,13.864350822282622
05,061,00000,DISTRICT,Garhwal,Total,161778,687271,326829,360442,83901,44055,39846,122361,59842,62519,2215,1174,1041,494889,262148,232741,192382,64681,127701,274152,147373,126779,164439,102045,62394,75253,29483,45770,4154,2596,1558,3425,2525,900,81607,67441,14166,109713,45328,64385,75354,24738,50616,9561,4713,4848,2210,986,1224,22588,14891,7697,413119,179456,233663,1102.8458306943387,12.207848141417287,17.80389395158533,0.3222891697743685,82.02081641447205,92.70583575576255,72.59635179478222,20.109483960980327,39.889941522339804,35.173204010631395,59.980959467740526,40.019040532259474,60.1100584776602,28.96458898713123
05,062,00000,DISTRICT,Pithoragarh,Total,114730,483439,239306,244133,63293,34853,28440,120378,60111,60267,19535,9558,9977,345550,189623,155927,137889,49683,88206,216490,113539,102951,145481,80385,65096,87189,33777,53412,2204,1218,986,3299,1789,1510,52789,43601,9188,71009,33154,37855,50143,19193,30950,3228,1865,1363,2756,1070,1686,14882,11026,3856,266949,125767,141182,1020.1708273089685,13.092241213472642,24.90034937189594,4.0408407265446105,82.24521951892913,92.7464991954141,72.29117310251144,20.455326092902666,44.78124437622947,42.17004665489713,67.199870663772,32.800129336228004,55.218755623770534,41.29197653471292
05,063,00000,DISTRICT,Bageshwar,Total,58046,259898,124326,135572,35560,18679,16881,72061,35623,36438,1982,971,1011,179483,97546,81937,80415,26780,53635,123638,58708,64930,78085,38834,39251,54056,20161,33895,2733,1509,1224,1648,1096,552,19648,16068,3580,45553,19874,25679,31069,10928,20141,6252,3233,3019,1343,593,750,6889,5120,1769,136260,65618,70642,1090.4557373357143,13.682290744830663,27.726646607515253,0.7626068688485482,80.00561652506487,92.332011320719,69.03387788459108,23.298133436127927,47.57173968249082,47.8933703124539,63.15614940390495,36.84385059609505,52.42826031750918,45.931671492583185
05,064,00000,DISTRICT,Almora,Total,140577,622506,291081,331425,80082,41672,38410,150995,72695,78300,1281,633,648,436497,231604,204893,186009,59477,126532,298211,142460,155751,201078,102221,98857,132129,47028,85101,4025,2151,1874,2723,1878,845,62201,51164,11037,97133,40239,56894,75488,26229,49259,6249,2907,3342,1589,810,779,13807,10293,3514,324295,148621,175674,1138.6005957104724,12.86445431851259,24.255991106913026,0.2057811490973581,80.47154993141896,92.86112369641833,69.92577171817143,22.9353519782469,47.90491979193775,46.994342611450556,67.4280962137547,32.57190378624531,52.09508020806225,45.65693418418502
05,065,00000,DISTRICT,Champawat,Total,53953,259648,131125,128523,37028,19766,17262,47383,24188,23195,1339,777,562,177726,102015,75711,81922,29110,52812,99566,60427,39139,62698,43252,19446,31971,17841,14130,1980,1433,547,911,730,181,27836,23248,4588,36868,17175,19693,28022,11586,16436,2052,1042,1010,659,332,327,6135,4215,1920,160082,70698,89384,980.1563393708293,14.260845452304657,18.24893702243037,0.5156981759921124,79.83379750247059,91.60912005316139,68.04810310890609,23.5610169442553,38.34653068770027,30.452915042443763,62.97129542213206,37.02870457786795,61.65346931229973,34.09898961492879
05,066,00000,DISTRICT,Nainital,Total,191383,954605,493666,460939,124272,65337,58935,191206,98824,92382,7495,3801,3694,696500,385779,310721,258105,107887,150218,376181,256935,119246,296424,217381,79043,101221,57569,43652,19618,13318,6300,6873,4858,2015,168712,141636,27076,79757,39554,40203,36309,12639,23670,15124,8144,6980,2894,1137,1757,25430,17634,7796,578424,236731,341693,933.7061900151115,13.01815934339334,20.029855280456317,0.7851414983160575,83.88200878442746,90.06604736079042,77.29301200983075,12.773035350959674,39.40697985030457,25.870234456186175,78.79823808219979,21.20176191780021,60.59302014969542,32.12256865710921
05,067,00000,DISTRICT,Udham Singh Nagar,Total,308581,1648902,858783,790119,229162,120687,108475,238264,124385,113879,123037,61758,61279,1037839,598525,439314,611063,260258,350805,591458,444578,146880,450762,373061,77701,94677,79644,15033,107603,84000,23603,16503,9780,6723,231979,199637,32342,140696,71517,69179,28009,10103,17906,57647,31253,26394,9893,2754,7139,45147,27407,17740,1057444,414205,643239,920.0449939041644,13.897854451022559,14.449858148028202,7.461753336462689,73.10063814501247,81.09040016474822,64.44918461836384,16.641215546384373,35.86980912146386,18.589604856989897,76.21200490990063,23.787995090099383,64.13019087853614,34.200230616544204
05,068,00000,DISTRICT,Hardwar,Total,338104,1890422,1005295,885127,285693,152173,133520,411274,217981,193293,6323,3385,2938,1178354,691411,486943,712068,313884,398184,578121,497810,80311,495152,440422,54730,87950,81752,6198,75953,68451,7502,14924,11434,3490,316325,278785,37540,82969,57388,25581,5710,2983,2727,27162,19588,7574,5031,2400,2631,45066,32417,12649,1312301,507485,804816,880.4649381524827,15.112657385493822,21.755671484991183,0.3344755827005822,73.43009318084238,81.04479781320842,64.7869165667696,16.257881246438814,30.581584429296736,9.073387208841217,85.6485061085828,14.351493891417194,69.41841557070326,28.350985347358076
06,069,00000,DISTRICT,Panchkula,Total,117107,561293,299679,261614,66302,35583,30719,101830,53868,47962,0,0,0,405318,229862,175456,155975,69817,86158,211479,164865,46614,182831,148695,34136,19598,16525,3073,8630,7163,1467,8181,6380,1801,146422,118627,27795,28648,16170,12478,7084,2760,4324,4197,2812,1385,1689,684,1005,15678,9914,5764,349814,134814,215000,872.9807560756676,11.81236894099873,18.142039897166008,0.0,81.88391304084317,87.03728947049558,75.98951904545356,11.047770425042017,37.67711337928675,17.81785378458339,86.45350129327262,13.54649870672738,62.32288662071325,13.347897427167709
06,070,00000,DISTRICT,Ambala,Total,224334,1128350,598703,529647,127689,70541,57148,296246,156874,139372,0,0,0,818025,461288,356737,310325,137415,172910,372139,320120,52019,319475,282066,37409,49924,47523,2401,41122,37261,3861,13479,11628,1851,214950,185654,29296,52664,38054,14610,2947,1891,1056,16171,12331,3840,2274,1315,959,31272,22517,8755,756211,278583,477628,884.6573342709156,11.316435503168343,26.254796827225597,0.0,81.74846426512076,87.33835452001469,75.50005396836819,11.838300551646498,32.98081269109762,9.821447114776445,85.84829861960182,14.151701380398185,67.01918730890239,24.46558947060104
06,071,00000,DISTRICT,Yamunanagar,Total,235423,1214205,646718,567487,146789,80393,66396,306743,163200,143543,0,0,0,832457,474793,357664,381748,171925,209823,389233,342343,46890,339024,307044,31980,58856,56519,2337,54043,50314,3729,10392,8878,1514,215733,191333,24400,50209,35299,14910,2660,1805,855,19208,14343,4865,1895,962,933,26446,18189,8257,824972,304375,520597,877.4875602658345,12.089309465864496,25.26286747295556,0.0,77.98805713985925,83.83754911049309,71.37705526541087,12.460493845082212,32.05661317487574,8.262744344804375,87.10052847523207,12.899471524767941,67.94338682512426,29.00550569967089
06,072,00000,DISTRICT,Kurukshetra,Total,188143,964655,510976,453679,116957,64320,52637,215128,113311,101817,0,0,0,646893,370828,276065,317762,140148,177614,336780,268556,68224,285904,244619,41285,64853,61557,3296,61286,49612,11674,5170,4019,1151,154595,129431,25164,50876,23937,26939,4055,1909,2146,24604,10276,14328,1556,588,968,20661,11164,9497,627875,242420,385455,887.8675319388778,12.124230942668621,22.301029901882018,0.0,76.31172894120311,83.02317667287576,68.83692979787654,14.186246874999227,34.9119633444081,15.037945331390699,84.8934022210345,15.106597778965497,65.08803665559189,37.45442128392422
06,073,00000,DISTRICT,Kaithal,Total,204274,1074304,571003,503301,139393,76258,63135,247513,131486,116027,0,0,0,646529,385782,260747,427775,185221,242554,373899,292696,81203,290663,249905,40758,112486,99206,13280,49233,40607,8626,6935,5218,1717,122009,104874,17135,83236,42791,40445,15530,5138,10392,36418,18255,18163,2515,1164,1351,28773,18234,10539,700405,278307,422098,881.4331973737442,12.975191379721196,23.0393817764804,0.0,69.15406921086607,77.9759269926932,59.23833281080319,18.73759418189001,34.803835785773856,16.134082785450456,77.73837319703985,22.26162680296016,65.19616421422614,43.2520546992637
